InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
561065,14180,United Kingdom,2011-07-24T14:18:00Z,2011-07,2011-Q3,6,15,6,101.05,7.633333333333333,45.666666666666664,1,Unknown,Single,Undergrad,Afternoon,Medium Value
561066,16710,United Kingdom,2011-07-24T14:21:00Z,2011-07,2011-Q3,40,296,40,206.25,1.34725,41.2,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
561067,14397,United Kingdom,2011-07-24T14:26:00Z,2011-07,2011-Q3,3,84,3,99.96,1.1099999999999999,37.666666666666664,2,Unknown,Single,Undergrad,Afternoon,Low Value
561068,13116,United Kingdom,2011-07-24T14:33:00Z,2011-07,2011-Q3,30,291,30,501.14,4.5216666666666665,42.5,5,Unknown,Married,Postgrad,Afternoon,High Value
561070,16782,United Kingdom,2011-07-24T15:23:00Z,2011-07,2011-Q3,7,57,7,136.65,2.682857142857143,37.285714285714285,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
561071,14057,United Kingdom,2011-07-24T15:39:00Z,2011-07,2011-Q3,17,328,17,440.26,1.5811764705882354,45.23529411764706,5,Doctor,Widow,Postgrad,Afternoon,High Value
561072,14019,United Kingdom,2011-07-24T15:39:00Z,2011-07,2011-Q3,25,233,25,384.28999999999996,2.046,42.2,4,Doctor,Married,Postgrad,Afternoon,High Value
561073,13408,United Kingdom,2011-07-24T15:46:00Z,2011-07,2011-Q3,24,589,24,1104.31,2.2866666666666666,40.541666666666664,4,Pharmacist,Married,Postgrad,Afternoon,Very High Value
561074,13037,United Kingdom,2011-07-24T15:46:00Z,2011-07,2011-Q3,15,137,15,303.75,3.747333333333333,41.46666666666667,2,Unknown,Married,Undergrad,Afternoon,High Value
561075,16458,United Kingdom,2011-07-24T15:51:00Z,2011-07,2011-Q3,11,116,11,185,1.711818181818182,46.72727272727273,3,Doctor,Married,Postgrad,Afternoon,Medium Value
561076,17696,United Kingdom,2011-07-24T15:52:00Z,2011-07,2011-Q3,13,152,13,402.08000000000004,3.88,45.30769230769231,3,Doctor,Married,Postgrad,Afternoon,High Value
561077,17649,United Kingdom,2011-07-24T15:53:00Z,2011-07,2011-Q3,52,399,52,868.49,3.581153846153846,41.21153846153846,3,Doctor,Widow,Postgrad,Afternoon,High Value
561078,16178,United Kingdom,2011-07-24T16:05:00Z,2011-07,2011-Q3,8,94,8,197.9,3.19375,45.375,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561079,13956,United Kingdom,2011-07-24T16:12:00Z,2011-07,2011-Q3,55,250,51,386.6,2.951636363636364,40.836363636363636,4,Doctor,Married,Postgrad,Afternoon,High Value
561081,13230,United Kingdom,2011-07-24T16:15:00Z,2011-07,2011-Q3,25,108,25,148.96,2.9636,41.64,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561082,13230,United Kingdom,2011-07-24T16:18:00Z,2011-07,2011-Q3,1,12,1,5.04,0.42,33,5,Pharmacist,Widow,Postgrad,Afternoon,Low Value
561084,14948,United Kingdom,2011-07-25T08:50:00Z,2011-07,2011-Q3,21,281,21,265.27,1.7376190476190476,42.333333333333336,5,Doctor,Widow,Postgrad,Morning,Medium Value
561085,14367,United Kingdom,2011-07-25T09:26:00Z,2011-07,2011-Q3,50,551,50,929.53,1.9126,41.16,2,Designer,Divorced,Undergrad,Morning,High Value
561087,15144,United Kingdom,2011-07-25T09:48:00Z,2011-07,2011-Q3,14,214,14,261.42,1.502142857142857,44.42857142857143,4,Doctor,Widow,Postgrad,Morning,Medium Value
561088,15144,United Kingdom,2011-07-25T09:50:00Z,2011-07,2011-Q3,3,30,3,62.400000000000006,2.08,41.666666666666664,3,Doctor,Married,Postgrad,Morning,Low Value
561089,17579,United Kingdom,2011-07-25T09:50:00Z,2011-07,2011-Q3,6,39,6,106.45000000000002,3.1333333333333333,43.333333333333336,4,Doctor,Widow,Postgrad,Morning,Medium Value
561092,17054,United Kingdom,2011-07-25T09:58:00Z,2011-07,2011-Q3,19,195,19,288.5,3.829473684210526,36.94736842105263,4,Pharmacist,Married,Postgrad,Morning,Medium Value
561093,12540,Spain,2011-07-25T10:01:00Z,2011-07,2011-Q3,47,649,47,1358.39,3.5070212765957445,41.340425531914896,3,Pharmacist,Married,Postgrad,Morning,Very High Value
561094,12474,Germany,2011-07-25T10:04:00Z,2011-07,2011-Q3,33,410,33,513.64,2.2915151515151515,42.36363636363637,3,Doctor,Widow,Postgrad,Morning,High Value
561095,17040,United Kingdom,2011-07-25T10:19:00Z,2011-07,2011-Q3,15,181,15,449.73,3.3006666666666664,41.4,3,Doctor,Married,Postgrad,Morning,High Value
561096,16099,United Kingdom,2011-07-25T10:28:00Z,2011-07,2011-Q3,13,156,13,273.8,1.8846153846153846,45.61538461538461,3,Pharmacist,Married,Postgrad,Morning,Medium Value
561097,15981,United Kingdom,2011-07-25T10:47:00Z,2011-07,2011-Q3,13,196,13,397.2,2.7953846153846156,42.84615384615385,1,Artist,Divorced,Undergrad,Morning,High Value
561098,14194,United Kingdom,2011-07-25T10:56:00Z,2011-07,2011-Q3,26,193,26,558.49,3.9253846153846155,42.69230769230769,3,Doctor,Widow,Postgrad,Morning,High Value
561099,14100,United Kingdom,2011-07-25T11:01:00Z,2011-07,2011-Q3,26,64,24,194.9,3.3884615384615384,40.92307692307692,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
561100,15289,United Kingdom,2011-07-25T11:01:00Z,2011-07,2011-Q3,29,435,29,322.53000000000003,1.0586206896551724,42.793103448275865,4,Pharmacist,Widow,Postgrad,Morning,High Value
561101,16013,United Kingdom,2011-07-25T11:05:00Z,2011-07,2011-Q3,1,336,1,241.92,0.72,53,4,Doctor,Married,Postgrad,Morning,Medium Value
561102,12412,Denmark,2011-07-25T11:17:00Z,2011-07,2011-Q3,17,241,17,376.24,2.548235294117647,40.11764705882353,5,Pharmacist,Married,Postgrad,Morning,High Value
561105,15218,United Kingdom,2011-07-25T11:36:00Z,2011-07,2011-Q3,16,195,16,414.25,2.890625,42.75,2,Unknown,Divorced,Postgrad,Morning,High Value
561106,14246,United Kingdom,2011-07-25T11:37:00Z,2011-07,2011-Q3,26,267,26,520.23,2.828846153846154,40.53846153846154,3,Doctor,Married,Postgrad,Morning,High Value
561109,15218,United Kingdom,2011-07-25T11:43:00Z,2011-07,2011-Q3,3,212,3,298.2,4.783333333333333,49.333333333333336,4,Pharmacist,Married,Postgrad,Morning,Medium Value
561111,16422,United Kingdom,2011-07-25T11:49:00Z,2011-07,2011-Q3,5,376,5,734,2.396,37.4,4,Pharmacist,Married,Postgrad,Morning,High Value
561112,14606,United Kingdom,2011-07-25T11:53:00Z,2011-07,2011-Q3,29,34,29,124.44,3.400689655172414,37.44827586206897,1,Unknown,Married,Undergrad,Morning,Medium Value
561113,17841,United Kingdom,2011-07-25T12:09:00Z,2011-07,2011-Q3,114,836,105,822.86,1.6978070175438595,41.333333333333336,4,Pharmacist,Married,Postgrad,Afternoon,High Value
561114,14775,United Kingdom,2011-07-25T12:12:00Z,2011-07,2011-Q3,20,418,20,294.9,0.9005,39.65,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
561115,17675,United Kingdom,2011-07-25T12:12:00Z,2011-07,2011-Q3,8,113,8,252.4,5.49375,41.25,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561116,13520,Switzerland,2011-07-25T12:22:00Z,2011-07,2011-Q3,12,411,12,856,4.950833333333334,41.75,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
561118,15781,United Kingdom,2011-07-25T12:25:00Z,2011-07,2011-Q3,6,37,6,127.95000000000002,5.683333333333334,40.333333333333336,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
561119,17719,United Kingdom,2011-07-25T12:34:00Z,2011-07,2011-Q3,11,71,11,233.51,4.761818181818182,41.54545454545455,3,Doctor,Married,Postgrad,Afternoon,Medium Value
561120,15835,United Kingdom,2011-07-25T12:50:00Z,2011-07,2011-Q3,9,90,9,187.20000000000002,2.08,45.22222222222222,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
561125,17364,United Kingdom,2011-07-25T12:58:00Z,2011-07,2011-Q3,30,254,30,531.96,3.377666666666667,39.06666666666667,4,Pharmacist,Married,Postgrad,Afternoon,High Value
561128,16249,United Kingdom,2011-07-25T12:59:00Z,2011-07,2011-Q3,18,197,18,331.74,3.578333333333333,40.22222222222222,3,Pharmacist,Married,Postgrad,Afternoon,High Value
561132,14344,United Kingdom,2011-07-25T13:00:00Z,2011-07,2011-Q3,4,105,4,126.75,2.75,55.5,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561147,16841,United Kingdom,2011-07-25T13:06:00Z,2011-07,2011-Q3,25,674,25,317.82,0.6308,41.92,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561170,16027,United Kingdom,2011-07-25T13:16:00Z,2011-07,2011-Q3,5,195,5,150.85,5.11,41.4,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
561189,16557,United Kingdom,2011-07-25T13:28:00Z,2011-07,2011-Q3,6,13,6,101.15,9.975,42.333333333333336,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561190,17631,United Kingdom,2011-07-25T13:37:00Z,2011-07,2011-Q3,8,93,8,113.95,2.0525,41.125,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561191,15129,United Kingdom,2011-07-25T13:42:00Z,2011-07,2011-Q3,6,228,6,299.4,1.25,42.166666666666664,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
561192,16033,United Kingdom,2011-07-25T13:45:00Z,2011-07,2011-Q3,58,163,57,441.14,3.574655172413793,44.741379310344826,4,Doctor,Widow,Postgrad,Afternoon,High Value
561193,13296,United Kingdom,2011-07-25T13:46:00Z,2011-07,2011-Q3,5,78,5,87.4,2.408,44.2,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
561194,13814,Germany,2011-07-25T13:54:00Z,2011-07,2011-Q3,31,332,31,617.54,3.636774193548387,42.03225806451613,3,Doctor,Widow,Postgrad,Afternoon,High Value
561195,14796,United Kingdom,2011-07-25T13:57:00Z,2011-07,2011-Q3,102,572,101,564.03,1.7262745098039216,40.63725490196079,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
561196,14342,United Kingdom,2011-07-25T14:35:00Z,2011-07,2011-Q3,4,74,4,110.14,2.45,46,1,Unknown,Divorced,Undergrad,Afternoon,Medium Value
561197,16364,United Kingdom,2011-07-25T14:35:00Z,2011-07,2011-Q3,29,115,28,347.55,3.8641379310344828,42.44827586206897,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
561199,14970,United Kingdom,2011-07-25T14:45:00Z,2011-07,2011-Q3,5,50,5,337.5,6.75,31.6,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561200,13695,United Kingdom,2011-07-25T15:01:00Z,2011-07,2011-Q3,5,49,5,95.28,4.588,46.2,2,Unknown,Divorced,Undergrad,Afternoon,Low Value
561201,14692,United Kingdom,2011-07-25T15:08:00Z,2011-07,2011-Q3,14,36,11,111.25,3.917857142857143,40,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
561202,17705,United Kingdom,2011-07-25T15:14:00Z,2011-07,2011-Q3,9,114,9,135,1.6099999999999999,38.888888888888886,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
561203,14232,United Kingdom,2011-07-25T15:17:00Z,2011-07,2011-Q3,16,316,16,311.76,1.6425,39.75,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
561204,12836,United Kingdom,2011-07-25T15:22:00Z,2011-07,2011-Q3,24,155,24,451.13,5.2091666666666665,41.958333333333336,3,Doctor,Married,Postgrad,Afternoon,High Value
561205,17693,United Kingdom,2011-07-25T15:48:00Z,2011-07,2011-Q3,16,231,16,200.47,2.0825,41.75,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
561206,13110,United Kingdom,2011-07-25T16:18:00Z,2011-07,2011-Q3,23,67,23,302.71000000000004,6.199130434782608,39.17391304347826,3,Doctor,Married,Postgrad,Afternoon,High Value
561207,13110,United Kingdom,2011-07-25T16:20:00Z,2011-07,2011-Q3,2,2,2,7.040000000000001,3.5200000000000005,50.5,4,Pharmacist,Widow,Postgrad,Afternoon,Low Value
561208,15372,United Kingdom,2011-07-25T16:39:00Z,2011-07,2011-Q3,27,2924,27,2007.3999999999999,0.8248148148148148,41.81481481481482,3,Pharmacist,Married,Postgrad,Afternoon,Very High Value
561216,14606,United Kingdom,2011-07-25T17:04:00Z,2011-07,2011-Q3,1,8,1,120,15,19,3,Freelancer,Single,Undergrad,Evening,Medium Value
561219,18180,United Kingdom,2011-07-26T08:51:00Z,2011-07,2011-Q3,23,380,23,301.2,0.8830434782608696,40.608695652173914,3,Pharmacist,Widow,Postgrad,Morning,High Value
561220,17734,United Kingdom,2011-07-26T09:20:00Z,2011-07,2011-Q3,24,277,24,427.23,2.5316666666666667,37.083333333333336,1,Artist,Divorced,Undergrad,Morning,High Value
561221,15281,United Kingdom,2011-07-26T09:23:00Z,2011-07,2011-Q3,13,110,13,214.82,4.453076923076924,38.30769230769231,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
561222,13588,United Kingdom,2011-07-26T09:27:00Z,2011-07,2011-Q3,38,646,38,491,1.063421052631579,42.21052631578947,3,Pharmacist,Married,Postgrad,Morning,High Value
561223,15358,United Kingdom,2011-07-26T09:51:00Z,2011-07,2011-Q3,14,141,14,152.66,2.289285714285714,42.07142857142857,4,Pharmacist,Married,Postgrad,Morning,Medium Value
561224,13629,United Kingdom,2011-07-26T09:55:00Z,2011-07,2011-Q3,5,500,5,895,1.79,50.4,2,Unknown,Single,Postgrad,Morning,High Value
561226,15618,United Kingdom,2011-07-26T10:13:00Z,2011-07,2011-Q3,12,100,12,222.831,3.40675,43.25,3,Doctor,Widow,Postgrad,Morning,Medium Value
561228,12431,Australia,2011-07-26T10:16:00Z,2011-07,2011-Q3,1,72,1,118.8,1.65,34,4,Pharmacist,Widow,Postgrad,Morning,Medium Value
561231,15855,United Kingdom,2011-07-26T10:20:00Z,2011-07,2011-Q3,21,151,21,237.55,2.0404761904761903,41.19047619047619,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
561236,15159,United Kingdom,2011-07-26T10:27:00Z,2011-07,2011-Q3,43,810,43,908.46,2.1839534883720932,41.325581395348834,4,Engineer,Divorced,Undergrad,Morning,High Value
561241,13930,United Kingdom,2011-07-26T11:00:00Z,2011-07,2011-Q3,10,210,10,210,1.095,38.8,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
561242,16258,United Kingdom,2011-07-26T11:05:00Z,2011-07,2011-Q3,27,1323,27,1152.8,2.6077777777777778,38.148148148148145,3,Doctor,Married,Postgrad,Morning,Very High Value
561244,13865,United Kingdom,2011-07-26T11:24:00Z,2011-07,2011-Q3,6,54,6,100.82,2.256666666666667,40.666666666666664,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
561246,16951,United Kingdom,2011-07-26T11:38:00Z,2011-07,2011-Q3,15,240,15,208.96,1.1913333333333334,41.733333333333334,4,Doctor,Married,Postgrad,Morning,Medium Value
561247,16592,United Kingdom,2011-07-26T11:38:00Z,2011-07,2011-Q3,43,581,43,668.39,1.3632558139534883,39.93023255813954,1,Unknown,Married,Postgrad,Morning,High Value
561248,16592,United Kingdom,2011-07-26T11:39:00Z,2011-07,2011-Q3,2,48,2,24.96,0.52,47.5,3,Doctor,Widow,Postgrad,Morning,Low Value
561257,14911,Eire,2011-07-26T12:00:00Z,2011-07,2011-Q3,7,252,7,396.77000000000004,8.952857142857143,42,5,Doctor,Widow,Postgrad,Afternoon,High Value
561258,15513,United Kingdom,2011-07-26T12:03:00Z,2011-07,2011-Q3,38,861,38,1611.1100000000001,3.5778947368421052,40.36842105263158,5,Doctor,Married,Postgrad,Afternoon,Very High Value
561259,12584,Italy,2011-07-26T12:04:00Z,2011-07,2011-Q3,6,22,6,147.1,8.133333333333333,43.5,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561280,18211,United Kingdom,2011-07-26T12:24:00Z,2011-07,2011-Q3,7,96,7,130.79999999999998,1.6357142857142857,43.714285714285715,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
561284,16818,United Kingdom,2011-07-26T12:24:00Z,2011-07,2011-Q3,5,67,5,87.96000000000001,1.916,39.4,5,Doctor,Widow,Postgrad,Afternoon,Low Value
561288,13379,United Kingdom,2011-07-26T12:26:00Z,2011-07,2011-Q3,13,166,13,136.29,1.1892307692307693,47.15384615384615,5,Doctor,Married,Postgrad,Afternoon,Medium Value
561295,15311,United Kingdom,2011-07-26T12:28:00Z,2011-07,2011-Q3,28,1057,28,1648.73,2.505714285714286,43.607142857142854,1,Unknown,Married,Undergrad,Afternoon,Very High Value
561314,16266,United Kingdom,2011-07-26T12:36:00Z,2011-07,2011-Q3,8,114,8,161.9,2.975,45.625,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
561320,16942,United Kingdom,2011-07-26T12:57:00Z,2011-07,2011-Q3,28,103,27,191.89000000000001,2.337142857142857,42.357142857142854,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561321,13668,United Kingdom,2011-07-26T12:59:00Z,2011-07,2011-Q3,17,56,16,170.76,4.311176470588236,39.64705882352941,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
561322,15203,United Kingdom,2011-07-26T13:03:00Z,2011-07,2011-Q3,26,426,26,301.98,1.051153846153846,41.61538461538461,3,Pharmacist,Married,Postgrad,Afternoon,High Value
561324,14414,United Kingdom,2011-07-26T13:45:00Z,2011-07,2011-Q3,21,468,21,295.64,0.8133333333333334,41.57142857142857,4,Business,Divorced,Undergrad,Afternoon,Medium Value
561325,17596,United Kingdom,2011-07-26T13:46:00Z,2011-07,2011-Q3,42,770,42,449.87,1.5776190476190477,42.476190476190474,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
561329,15044,United Kingdom,2011-07-26T13:57:00Z,2011-07,2011-Q3,16,48,16,154.21,4.699375,41.3125,5,Unknown,Married,Postgrad,Afternoon,Medium Value
561330,16019,United Kingdom,2011-07-26T14:03:00Z,2011-07,2011-Q3,28,309,28,462.75,2.940714285714286,40.142857142857146,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561331,16809,United Kingdom,2011-07-26T14:24:00Z,2011-07,2011-Q3,26,95,26,127.61,1.6334615384615385,40.61538461538461,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
561332,13492,Switzerland,2011-07-26T14:25:00Z,2011-07,2011-Q3,22,142,22,593.74,5.753636363636364,33.22727272727273,5,Doctor,Widow,Postgrad,Afternoon,High Value
561334,15440,United Kingdom,2011-07-26T14:27:00Z,2011-07,2011-Q3,12,47,12,111.86,2.5175,40.166666666666664,3,Doctor,Married,Postgrad,Afternoon,Medium Value
561352,18094,United Kingdom,2011-07-26T14:41:00Z,2011-07,2011-Q3,13,206,13,416.90000000000003,2.3661538461538463,42.23076923076923,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
561353,18094,United Kingdom,2011-07-26T14:42:00Z,2011-07,2011-Q3,5,84,5,208.2,2.11,46,4,Unknown,Single,Undergrad,Afternoon,Medium Value
561355,13090,United Kingdom,2011-07-26T14:51:00Z,2011-07,2011-Q3,15,216,15,968.4,5.753333333333333,41.2,5,Doctor,Widow,Postgrad,Afternoon,High Value
561356,14273,United Kingdom,2011-07-26T14:56:00Z,2011-07,2011-Q3,11,87,11,231.35,3.37,41.72727272727273,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
561359,17160,United Kingdom,2011-07-26T15:29:00Z,2011-07,2011-Q3,32,554,32,566.84,1.6203125,40.53125,3,Pharmacist,Married,Postgrad,Afternoon,High Value
561360,16133,United Kingdom,2011-07-26T15:37:00Z,2011-07,2011-Q3,9,260,9,375,2.2244444444444444,40.888888888888886,5,Doctor,Widow,Postgrad,Afternoon,High Value
561363,17238,United Kingdom,2011-07-26T15:42:00Z,2011-07,2011-Q3,42,124,41,218.44,2.02,41.95238095238095,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
561366,15152,United Kingdom,2011-07-26T15:45:00Z,2011-07,2011-Q3,21,166,21,310.72,3.130952380952381,38.80952380952381,5,Doctor,Widow,Postgrad,Afternoon,High Value
561368,14866,United Kingdom,2011-07-26T16:00:00Z,2011-07,2011-Q3,1,1,1,36.5,36.5,38,1,Artist,Single,Undergrad,Afternoon,Low Value
561378,17861,United Kingdom,2011-07-26T16:55:00Z,2011-07,2011-Q3,8,106,8,134.38,1.68,45.125,5,Doctor,Widow,Postgrad,Afternoon,Medium Value
561381,17920,United Kingdom,2011-07-26T17:14:00Z,2011-07,2011-Q3,6,22,6,110.78,5.1466666666666665,45.833333333333336,3,Unknown,Divorced,Postgrad,Evening,Medium Value
561382,16750,United Kingdom,2011-07-26T17:27:00Z,2011-07,2011-Q3,32,75,32,199.04,3.1965625,40.15625,5,Unknown,Single,Undergrad,Evening,Medium Value
561383,13730,United Kingdom,2011-07-27T08:35:00Z,2011-07,2011-Q3,21,249,21,445.84999999999997,3.2990476190476192,41.142857142857146,4,Pharmacist,Widow,Postgrad,Morning,High Value
561384,13194,United Kingdom,2011-07-27T09:01:00Z,2011-07,2011-Q3,3,26,3,60.7,2.65,40,4,Pharmacist,Married,Postgrad,Morning,Low Value
561385,15660,United Kingdom,2011-07-27T09:13:00Z,2011-07,2011-Q3,10,136,10,135.35999999999999,1.134,47.5,3,Doctor,Widow,Postgrad,Morning,Medium Value
561386,15660,United Kingdom,2011-07-27T09:14:00Z,2011-07,2011-Q3,1,12,1,9.959999999999999,0.83,54,3,Pharmacist,Widow,Postgrad,Morning,Low Value
561387,13824,United Kingdom,2011-07-27T09:22:00Z,2011-07,2011-Q3,10,142,10,196.85999999999999,1.434,44.7,3,Pharmacist,Married,Postgrad,Morning,Medium Value
561388,12753,Japan,2011-07-27T09:32:00Z,2011-07,2011-Q3,37,2208,37,3680.4,1.911891891891892,41,3,Pharmacist,Married,Postgrad,Morning,Very High Value
561389,12971,United Kingdom,2011-07-27T09:37:00Z,2011-07,2011-Q3,7,128,7,411.08000000000004,3.224285714285714,36,4,Pharmacist,Married,Postgrad,Morning,High Value
561390,17068,United Kingdom,2011-07-27T09:52:00Z,2011-07,2011-Q3,13,125,13,239,1.9192307692307693,42.38461538461539,4,Pharmacist,Married,Postgrad,Morning,Medium Value
561391,16628,United Kingdom,2011-07-27T09:59:00Z,2011-07,2011-Q3,26,234,26,410.63,2.2792307692307694,42.84615384615385,5,Doctor,Widow,Postgrad,Morning,High Value
561393,18241,United Kingdom,2011-07-27T10:10:00Z,2011-07,2011-Q3,10,108,10,165,2.66,39,5,Doctor,Widow,Postgrad,Morning,Medium Value
561394,17315,United Kingdom,2011-07-27T10:10:00Z,2011-07,2011-Q3,7,48,7,144.8,3.392857142857143,41.57142857142857,5,Doctor,Widow,Postgrad,Morning,Medium Value
561395,13999,United Kingdom,2011-07-27T10:29:00Z,2011-07,2011-Q3,14,166,14,358.7,2.434285714285714,39.142857142857146,5,Doctor,Widow,Postgrad,Morning,High Value
561396,13458,United Kingdom,2011-07-27T10:40:00Z,2011-07,2011-Q3,39,512,39,794.58,2.868974358974359,42.58974358974359,3,Doctor,Widow,Postgrad,Morning,High Value
561397,16532,United Kingdom,2011-07-27T10:41:00Z,2011-07,2011-Q3,2,1056,2,2606.4,2.6500000000000004,34,5,Doctor,Widow,Postgrad,Morning,Very High Value
561398,16767,United Kingdom,2011-07-27T10:52:00Z,2011-07,2011-Q3,29,502,29,618.5,1.4417241379310344,42.96551724137931,4,Doctor,Married,Postgrad,Morning,High Value
561399,15125,United Kingdom,2011-07-27T10:53:00Z,2011-07,2011-Q3,15,543,15,1049.38,1.9326666666666668,42.06666666666667,3,Pharmacist,Widow,Postgrad,Morning,Very High Value
561430,15172,United Kingdom,2011-07-27T11:29:00Z,2011-07,2011-Q3,23,358,23,360.54,1.4104347826086956,41.69565217391305,3,Pharmacist,Widow,Postgrad,Morning,High Value
561453,13183,United Kingdom,2011-07-27T11:47:00Z,2011-07,2011-Q3,8,192,8,353.76000000000005,1.80375,38.875,4,Pharmacist,Widow,Postgrad,Morning,High Value
561455,15095,United Kingdom,2011-07-27T11:58:00Z,2011-07,2011-Q3,8,212,8,267.32,1.8175000000000001,41.875,3,Pharmacist,Married,Postgrad,Morning,Medium Value
561462,14088,United Kingdom,2011-07-27T12:19:00Z,2011-07,2011-Q3,3,70,3,313.5,5.183333333333334,48.666666666666664,5,Doctor,Widow,Postgrad,Afternoon,High Value
